,Country,Country_Code,City,Airport_Name,Airport_Code
419,Poland,PL,Wroclaw,Wroclaw Nicolaus Copernicus Airport,WRO
420,Portugal,PT,Beja,Beja Airport,BYJ
421,Portugal,PT,Calheta,SÃ£o Jorge Airport,SJZ
422,Portugal,PT,Faro,Faro Airport,FAO
423,Portugal,PT,Flores,Flores Airport,FLW
424,Portugal,PT,Funchal,Madeira Airport,FNC
425,Portugal,PT,Horta,Horta Airport,HOR
426,Portugal,PT,Lajes,Lajes Field,TER
427,Portugal,PT,Lisbon,Lisbon Airport,LIS
428,Portugal,PT,Pico Island,Pico Airport,PIX
429,Portugal,PT,Ponta Delgada,Joao Paulo II Airport,PDL
430,Portugal,PT,Porto,Porto Airport,OPO
431,Portugal,PT,Porto Santo,Porto Santo Airport,PXO
432,Portugal,PT,Santa Cruz da Graciosa,Graciosa Airport,GRW
433,Portugal,PT,Santa Maria,Santa Maria Airport,SMA
434,Portugal,PT,Vila do Corvo,Corvo Airport,CVU
435,Romania,RO,Arad,Arad International Airport,ARW
436,Romania,RO,Bacau,Bacau Airport,BCM
437,Romania,RO,Baia Mare,Baia Mare Airport,BAY
438,Romania,RO,Bucharest,Bucharest Baneasa Aurel Blaicu International Airport,BBU
439,Romania,RO,Bucharest,Henri Coanda International Airport,OTP
440,Romania,RO,Cluj,Cluj Avram Iancu International Airport,CLJ
441,Romania,RO,Constanta,Mihail Kogalniceanu International Airport,CND
442,Romania,RO,Craiova,Aeroportul Craiova,CRA
443,Romania,RO,Iasi,Iasi Airport,IAS
444,Romania,RO,Oradea,Oradea Airport,OMR
445,Romania,RO,Satu Mare,Satu Mare International Airport,SUJ
446,Romania,RO,Sibiu,Aeroportul International Sibiu,SBZ
447,Romania,RO,Suceava,Suceava Airport,SCV
448,Romania,RO,Targu Mures,Targu Mures Airport,TGM
449,Romania,RO,Timisoara,TimiÅoara Traian Vuia International Airport,TSR
450,Romania,RO,Tulcea,"Aeroportul International "" Delta Dunarii "" Tulcea",TCE
451,Russian Federation,RU,Abakan,Abakan International Airport,ABA
452,Russian Federation,RU,Anadyr,Anadyr Airport,DYR
453,Russian Federation,RU,Anapa,Anapa Airport,AAQ
454,Russian Federation,RU,Arkhangelsk,Arkhangelsk Airport,ARH
455,Russian Federation,RU,Astrakhan,Astrakhan Airport,ASF
456,Russian Federation,RU,Barnaul,Barnaul International Airport,BAX
457,Russian Federation,RU,Belgorod,Belgorod Airport,EGO
458,Russian Federation,RU,Beloyarsky,Beloyarsky Airport,EYK
459,Russian Federation,RU,Blagovenschensk,Blagoveschensk Airport,BQS
460,Russian Federation,RU,Bogorodskoye,Bogorodskoye Airport,BQG
461,Russian Federation,RU,Bugulma,Bugulma Airport,UUA
462,Russian Federation,RU,Cheboksary,Cheboksary Airport,CSY
463,Russian Federation,RU,Chelyabinsk,Chelyabinsk International Airport,CEK
464,Russian Federation,RU,Chita,Chita Airport,HTA
465,Russian Federation,RU,Ekaterinburg,Koltsovo Airport,SVX
466,Russian Federation,RU,Gelendzhik,Gelendzhik Airport,GDZ
467,Russian Federation,RU,Gorno-Altaysk,Gorno-Altaysk Airport,RGK
468,Russian Federation,RU,Irkutsk,Irkutsk Airport,IKT
469,Russian Federation,RU,Ivanovo,Ivanovo Yuzhny Airport,IWA
470,Russian Federation,RU,Izhevsk,Izhevsk Airport,IJK
471,Russian Federation,RU,Kaliningrad,Kaliningrad International Airport,KGD
472,Russian Federation,RU,Kaluga,Kaluga (Grabtsevo) Airport,KLF
473,Russian Federation,RU,Kazan,Kazan Airport,KZN
474,Russian Federation,RU,Kemerovo,Kemerovo Airport,KEJ
475,Russian Federation,RU,Keperveyem,Keperveyem Airport,KPW
476,Russian Federation,RU,Khabarovsk,Novyy Airport,KHV
477,Russian Federation,RU,Khanty-Mansiysk,Khanty-Mansiysk Airport,HMA
478,Russian Federation,RU,Khatanga,Khatanga Airport,HTG
479,Russian Federation,RU,Kirov,Pobedilovo Airport,KVX
480,Russian Federation,RU,Kogalym,Kogalym International Airport,KGP
481,Russian Federation,RU,Komsomolsk Na Amure,Komsomolsk Na Amure Airport,KXK
482,Russian Federation,RU,Krasnodar,Krasnodar Airport,KRR
483,Russian Federation,RU,Krasnojarsk,Krasnoyarsk Airport,KJA
484,Russian Federation,RU,Kursk,Kursk Vostochny Airport,URS
485,Russian Federation,RU,Kyzyl,Kyzyl Airport,KYZ
486,Russian Federation,RU,Lensk,Lensk Airport,ULK
487,Russian Federation,RU,Magadan,Magadan Airport,GDX
488,Russian Federation,RU,Magnitogorsk,Magnitogorsk Airport,MQF
489,Russian Federation,RU,Makhachkala,Makhachkala Airport,MCX
490,Russian Federation,RU,Markovo,Markovo Airport,KVM
491,Russian Federation,RU,Mineralnye Vody,Mineralnye Vody International Airport,MRV
492,Russian Federation,RU,Mirny,Mirny Airport,MJZ
493,Russian Federation,RU,Moscow,Moscow Domodedovo Airport,DME
494,Russian Federation,RU,Moscow,Sheremetyevo International Airport,SVO
495,Russian Federation,RU,Moscow,Vnukovo International Airport,VKO
496,Russian Federation,RU,Murmansk,Murmansk Airport,MMK
497,Russian Federation,RU,Naberevnye Chelny,Naberevnye Chelny Airport,NBC
498,Russian Federation,RU,Nadym,Nadym Airport,NYM
499,Russian Federation,RU,Nikolayevsk-on-Amur,Nikolayevsk-on-Amur Airport,NLI
500,Russian Federation,RU,Nizhnevartosvsk,Nizhnevartovsk Airport,NJC
501,Russian Federation,RU,Nizhniy Novgorod,"Airports of regions, CJSC, Nizhniy Novgorod Airport",GOJ
502,Russian Federation,RU,Nogliki,Nogliki Airport,NGL
503,Russian Federation,RU,Noril'sk,Noril'sk Airport,NSK
504,Russian Federation,RU,Novokuznetsk,Novokuznetsk Airport,NOZ
505,Russian Federation,RU,Novosibirsk,Novosibirsk International Airport Tolmachevo,OVB
506,Russian Federation,RU,Novostroyka,Okha Airport,OHH
507,Russian Federation,RU,Novyj Urengoj,Novyj Urengoj Airport,NUX
508,Russian Federation,RU,Noyabrsk,Noyabrsk Airport,NOJ
509,Russian Federation,RU,Okhotsk,Okhotsk Airport,OHO
510,Russian Federation,RU,Omsk,Omsk Airport,OMS
511,Russian Federation,RU,Orenburg,Orenburg Airport,REN
512,Russian Federation,RU,Penza,Penza Airport,PEZ
513,Russian Federation,RU,Perm,Perm Airport,PEE
514,Russian Federation,RU,Petropavlovsk-Kamchats,Yelisovo Airport,PKC
515,Russian Federation,RU,Pevek,Pevek Airport,PWE
516,Russian Federation,RU,Rostov,Rostov On Don Airport,ROV
517,Russian Federation,RU,Saint Petersburg,Pulkovo Airport,LED
518,Russian Federation,RU,Samara,Kurumoch International Airport,KUF
519,Russian Federation,RU,Saransk,Saransk Airport,SKX
520,Russian Federation,RU,Saratov,Saratov Airport,RTW
521,Russian Federation,RU,Shakhtyorsk,Shakhtyorsk Airport,EKS
522,Russian Federation,RU,Simferopol,Simferopol International Airport,SIP
523,Russian Federation,RU,Sochi,Adler-Sochi Airport,AER
524,Russian Federation,RU,Stavropol,Stavropol Airport,STW
525,Russian Federation,RU,Strezhevoy,Strezhevoy Airport,SWT
526,Russian Federation,RU,Surgut,Surgut Airport,SGC
527,Russian Federation,RU,Syktyvkar,Syktyvkar Airport,SCW
528,Russian Federation,RU,Tambov,Tambov Donskoye Airport,TBW
529,Russian Federation,RU,Tiksi,Tiksi Airport,IKS
530,Russian Federation,RU,Tomsk,Tomsk Airport,TOF
531,Russian Federation,RU,Tynda,Tynda Airport,TYD
532,Russian Federation,RU,Tyumen,Tyumen Airport,TJM
533,Russian Federation,RU,Ufa,UFA International Airport,UFA
534,Russian Federation,RU,Ulan-Ude,Ulan-Ude Airport,UUD
535,Russian Federation,RU,Ulyanovsk,Ulyanovsk Airport,ULY
536,Russian Federation,RU,Vladikavkaz,Vladikavkaz Airport,OGZ
537,Russian Federation,RU,Vladivostok,Vladivostok Airport,VVO
538,Russian Federation,RU,Volgograd,Volgograd International Airport,VOG
539,Russian Federation,RU,Vorkuta,Vorkuta Airport,VKT
540,Russian Federation,RU,Voronezh,Voronezh Airport,VOZ
541,Russian Federation,RU,Yakutia,Polyarny Airport,PYJ
542,Russian Federation,RU,Yakutsk,Yakutsk International Airport,YKS
543,Russian Federation,RU,Yaroslavl,Tunoshna Airport,IAR
544,Russian Federation,RU,Yoshkar-Ola,Yoshkar-Ola Airport,JOK
545,Russian Federation,RU,Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk Airport,UUS
546,Serbia,RS,Belgrade,Belgrade Nikola Tesla Airport,BEG
547,Serbia,RS,Nis,NiÅ¡ Constantine the Great Airport,INI
548,Slovakia,SK,Bratislava,M. R. Å tefÃ¡nik Airport,BTS
549,Slovakia,SK,Kosice,Kosice Airport,KSC
550,Slovakia,SK,Piestany,Piestany Airport,PZY
551,Slovakia,SK,Poprad,Poprad-Tatry Airport,TAT
552,Slovakia,SK,Sliac,Sliac Airport,SLD
553,Slovakia,SK,Å½ilina,Å½ilina Airport,ILZ
554,Slovenia,SI,Ljubljana,Aerodrom Ljubljana International Airport,LJU
555,Slovenia,SI,Maribor,Maribor Airport,MBX
556,Slovenia,SI,SeÄovlje,PortoroÅ¾ Airport,POW
557,Spain,ES,A CoruÃ±a,Aeropuerto de A CoruÃ±a,LCG
558,Spain,ES,Albacete,Aeropuerto de Albacete,ABC
559,Spain,ES,Algeciras,Algeciras Heliport,AEI
560,Spain,ES,Alicante,Aeropuerto de Alicante-Elche,ALC
561,Spain,ES,AlmerÃ­a,Aeropuerto de AlmerÃ­a,LEI
562,Spain,ES,Asturias,Aeropuerto de Asturias,OVD
563,Spain,ES,Badajoz,Aeropuerto de Badajoz,BJZ
564,Spain,ES,Barcelona,Aeropuerto de Barcelona-El Prat,BCN
565,Spain,ES,Bilbao,Aeropuerto de Bilbao,BIO
566,Spain,ES,Burgos,Aeropuerto de Burgos,RGS
567,Spain,ES,Ceuta,Ceuta Heliport,JCU
568,Spain,ES,CÃ³rdoba,Aeropuerto de CÃ³rdoba,ODB
569,Spain,ES,Fuerteventura,Aeropuerto de Fuerteventura,FUE
570,Spain,ES,Girona,Aeropuerto de Girona â Costa Brava,GRO
571,Spain,ES,Gran Canaria,Aeropuerto de Gran Canaria,LPA
572,Spain,ES,Granada,Aeropuerto de Federico GarcÃ­aÂ  Lorca Granada-JaÃ©n,GRX
573,Spain,ES,Hierro,Aeropuerto de Hierro,VDE
574,Spain,ES,Huesca-Pirineos,Aeropuerto de Huesca Pirineos,HSK
575,Spain,ES,Ibiza,Aeropuerto de Ibiza,IBZ
576,Spain,ES,Jerez,Aeropuerto de Jerez,XRY
577,Spain,ES,La Gomera,Aeropuerto de La Gomera,GMZ
578,Spain,ES,La Palma,Aeropuerto de La Palma,SPC
579,Spain,ES,Lanzarote,Aeropuerto de Lanzarote,ACE
580,Spain,ES,Leon,Aeropuerto de LeÃ³n,LEN
581,Spain,ES,LogroÃ±o,Aeropuerto de LogroÃ±o - Agoncillo,RJL
582,Spain,ES,Madrid,Aeropuerto de Cuatro Vientos,111
583,Spain,ES,Madrid,Aeropuerto de Adolfo SuÃ¡rez Madrid-Barajas,MAD
584,Spain,ES,Madrid,Aeropuerto de Torrejon de Ardoz,TOJ
585,Spain,ES,MÃ¡laga,Aeropuerto de MÃ¡laga - Costa del Sol,AGP
586,Spain,ES,Melilla,Aeropuerto de Melilla,MLN
587,Spain,ES,Menorca,Aeropuerto de Menorca,MAH
588,Spain,ES,Murcia,Aeropuerto de San Javier/Murcia,MJV
589,Spain,ES,Murcia,Region de Murcia International Airport,RMU
590,Spain,ES,Palma de Mallorca,Aeropuerto de Palma de Mallorca,PMI
591,Spain,ES,Pamplona,Aeropuerto de Pamplona,PNA
592,Spain,ES,Reus,Aeropuerto de Reus,REU
593,Spain,ES,Sabadell,Aeropuerto de Sabadell,QSA
594,Spain,ES,Salamanca,Aeropuerto de Salamanca,SLM
595,Spain,ES,San SebastiÃ¡n,Aeropuerto de San SebastiÃ¡n,EAS
596,Spain,ES,Santander,Aeropuerto de Santander,SDR
597,Spain,ES,Santiago de Compostela,Aeropuerto de Santiago,SCQ
598,Spain,ES,Sevilla,Aeropuerto de Sevilla,SVQ
599,Spain,ES,Son Bonet,Aeropuerto de Son Bonet,SBO
600,Spain,ES,Tenerife,Aeropuerto de Tenerife Norte,TFN
601,Spain,ES,Tenerife,Aeropuerto de Tenerife Sur,TFS
602,Spain,ES,Valencia,Aeropuerto de Valencia,VLC
603,Spain,ES,Valladolid,Aeropuerto de Valladolid,VLL
604,Spain,ES,Vigo,Aeropuerto de Vigo,VGO
605,Spain,ES,Vitoria,Aeropuerto de Vitoria,VIT
606,Spain,ES,Zaragoza,Aeropuerto de Zaragoza,ZAZ
607,Sweden,SE,Angelholm,Ãngelholm-Helsingborg Airport,AGH
608,Sweden,SE,Arvidsjaur,Arvidsjaur Airport,AJR
609,Sweden,SE,BorlÃ¤nge,BorlÃ¤nge Airport,BLE
610,Sweden,SE,GÃ¤llivare,Kavaheden/Lapland Aiport,GEV
611,Sweden,SE,Gothenburg,GÃ¶teborg-Landvetter Airport,GOT
612,Sweden,SE,Hagfors,Hagfors Airport,HFS
613,Sweden,SE,Halmstad,Halmstad Airport,HAD
614,Sweden,SE,Hemavan,Hemavan Airport,HMV
615,Sweden,SE,JÃ¶nkÃ¶ping,JÃ¶nkÃ¶ping Airport,JKG
616,Sweden,SE,Kalmar,Kalmar Airport,KLR
617,Sweden,SE,Karlstad,Karlstad Airport,KSD
618,Sweden,SE,Kiruna,Kiruna Airport,KRN
619,Sweden,SE,Kramfors,Kramfors/Solleftea Flygplats,KRF
620,Sweden,SE,Kristianstad,Kristianstad Airport,KID
621,Sweden,SE,LinkÃ¶ping,LinkÃ¶ping Airport,LPI
622,Sweden,SE,LuleÃ¥,LuleÃ¥ Airport,LLA
623,Sweden,SE,Lycksele,Lycksele Airport,LYC
624,Sweden,SE,Malmo,MalmÃ¶-Sturup Airport,MMX
625,Sweden,SE,Malung-SÃ¤len,SÃ¤len Trysil Airport,SCR
626,Sweden,SE,Mora,Mora-Siljan Airport,MXX
627,Sweden,SE,NorrkÃ¶ping,NorrkÃ¶ping Airport,NRK
628,Sweden,SE,Orebro,Orebro Airport,ORB
629,Sweden,SE,Ornskoldsvik,Ornskoldsvik Airport,OER
630,Sweden,SE,Ostersund,Ãre Ãstersund Airport,OSD
631,Sweden,SE,Pajala,Pajala Airport,PJA
632,Sweden,SE,Ronneby,Ronneby Airport,RNB
633,Sweden,SE,SkellefteÃ¥,SkellefteÃ¥ Airport,SFT
634,Sweden,SE,Stockholm,Stockholm-Arlanda Airport,ARN
635,Sweden,SE,Stockholm,Stockholm-Bromma Airport,BMA
636,Sweden,SE,Stockholm,Stockholm-Skavsta Airport,NYO
637,Sweden,SE,Stockholm,Stockholm-VÃ¤sterÃ¥s Airport,VST
638,Sweden,SE,Sundsvall,Sundsvall-HÃ¤rnÃ¶sand Airport,SDL
639,Sweden,SE,Sveg,Sveg Airport,EVG
640,Sweden,SE,Torsby,Torsby Airport,TYF
641,Sweden,SE,TrollhÃ¤ttan,Trollhattan-Vanersborg Airport,THN
642,Sweden,SE,UmeÃ¥,UmeÃ¥ Airport,UME
643,Sweden,SE,Vaxjo,Kronoberg Airport,VXO
644,Sweden,SE,Vilhelmina,Vilhelmina Airport,VHM
645,Sweden,SE,Visby,Visby Airport,VBY
646,Switzerland,CH,Basel,Flughafen Basel-Mulhouse-Freiburg,BSL
647,Switzerland,CH,Bern,Flughafen Bern-Belp,BRN
648,Switzerland,CH,Geneva,GenÃ¨ve AÃ©roport,GVA
649,Switzerland,CH,Lugano,Lugano Airport,LUG
650,Switzerland,CH,Sion,Sion International Airport,SIR
651,Switzerland,CH,St. Gallen,St. GallenâAltenrhein Airport,ACH
652,Switzerland,CH,Zurich,Flughafen ZÃ¼rich,ZRH
653,Ukraine,UA,Chernovtsy,Chernovtsy Airport,CWC
654,Ukraine,UA,Dnepropetrovsk,Dnepropetrovsk Airport,DNK
655,Ukraine,UA,Ivano-Frankovsk,Ivano-Frankovsk Airport,IFO
656,Ukraine,UA,Kharkiv,Kharkiv International Airport,HRK
657,Ukraine,UA,Kherson,Kherson International Airport,KHE
658,Ukraine,UA,Kiev,Kiev-Zhulhany International Airport,IEV
659,Ukraine,UA,Kiev,Boryspil State International Airport,KBP
660,Ukraine,UA,Krivoy Rog,Krivoy Rog Airport,KWG
661,Ukraine,UA,Lviv,Lviv International Airport,LWO
662,Ukraine,UA,Nikolaev,Nikolaev International Airport,NLV
663,Ukraine,UA,Odessa,Odessa International Airport,ODS
664,Ukraine,UA,Poltava,Poltava Suprunovka Airport,PLV
665,Ukraine,UA,Rivne,Rivne International Airport,RWN
666,Ukraine,UA,Uzhgorod,Uzhgorod Airport,UDJ
667,Ukraine,UA,Vinnytsia,Vinnytsia Airport (Havryshivka),VIN
668,Ukraine,UA,Zaporozhye,Zaporozhye International Airport,OZH
669,United Kingdom,GB,Aberdeen,Aberdeen Airport,ABZ
670,United Kingdom,GB,Alderney,Alderney Airport,ACI
671,United Kingdom,GB,Barra,Barra Airport,BRR
672,United Kingdom,GB,Belfast,Belfast International Airport,BFS
673,United Kingdom,GB,Belfast,George Best Belfast City Airport,BHD
674,United Kingdom,GB,Benbecula,Benbecula Airport,BEB
675,United Kingdom,GB,Birmingham,Balkhash Airport,BHX
676,United Kingdom,GB,Blackpool,Blackpool International Airport,BLK
677,United Kingdom,GB,Bournemouth,Bournemouth International Airport,BOH
678,United Kingdom,GB,Brighton,Shoreham Airport,ESH
679,United Kingdom,GB,Bristol,Bristol Airport,BRS
680,United Kingdom,GB,Cambridge,Marshall Airport Cambridge,CBG
681,United Kingdom,GB,Campbeltown,Campbeltown Airport,CAL
682,United Kingdom,GB,Cardiff,Cardiff International Airport,CWL
683,United Kingdom,GB,Carlisle,Carlisle Lake District Airport,CAX
684,United Kingdom,GB,Coventry,Coventry Airport,CVT
685,United Kingdom,GB,Derry,City of Derry Airport,LDY
686,United Kingdom,GB,Doncaster,Doncaster Sheffield Airport,DSA
687,United Kingdom,GB,Dundee,Dundee Airport,DND
688,United Kingdom,GB,East Midlands,East Midlands Airport,EMA
689,United Kingdom,GB,Edinburgh,Edinburgh Airport,EDI
690,United Kingdom,GB,Exeter,Exeter Airport,EXT
691,United Kingdom,GB,Glasgow,Glasgow Airport,GLA
692,United Kingdom,GB,Gloucester,Gloucestershire,GLO
693,United Kingdom,GB,Guernsey,Guernsey Airports,GCI
694,United Kingdom,GB,Hawarden,Hawarden Airport,CEG
695,United Kingdom,GB,Humberside,Humberside International Airport,HUY
696,United Kingdom,GB,Inverness,Inverness Airport,INV
697,United Kingdom,GB,Islay,Islay Airport,ILY
698,United Kingdom,GB,Isle Of Man,Isle of Man Airport,IOM
699,United Kingdom,GB,Isles of Scilly,Isles Of Scilly,ISC
700,United Kingdom,GB,Jersey,Jersey Airport,JER
701,United Kingdom,GB,Kirkwall,Kirkwall Airport,KOI
702,United Kingdom,GB,Lands End,Land's End Airport,LEQ
703,United Kingdom,GB,Leeds,Leeds Bradford International Airport,LBA
704,United Kingdom,GB,Lerwick,Tingwall Airport,LWK
705,United Kingdom,GB,Liverpool,Liverpool John Lennon Airport,LPL
706,United Kingdom,GB,London,London Biggin Hill Airport,BQH
707,United Kingdom,GB,London,London City Airport,LCY
708,United Kingdom,GB,London,Gatwick Airport,LGW
709,United Kingdom,GB,London,Heathrow Airport,LHR
710,United Kingdom,GB,London,London Luton Airport,LTN
711,United Kingdom,GB,London,Stansted Airport,STN
712,United Kingdom,GB,Lydd,Lydd International Airport,LYX
713,United Kingdom,GB,Manchester,Manchester Airport,MAN
714,United Kingdom,GB,Newcastle,Newcastle International Airport,NCL
715,United Kingdom,GB,Newquay,Newquay Cornwall Airport,NQY
716,United Kingdom,GB,Norwich,Norwich Airport,NWI
717,United Kingdom,GB,Oxford,London Oxford Airport,OXF
718,United Kingdom,GB,Prestwick,Glasgow Prestwick International Airport,PIK
719,United Kingdom,GB,Scatsta,Scatsta Airport,SCS
720,United Kingdom,GB,Southampton,Southampton International Airport,SOU
721,United Kingdom,GB,Southend,London Southend Airport,SEN
722,United Kingdom,GB,Stornoway,Stornoway Airport,SYY
723,United Kingdom,GB,Sumburgh,Sumburgh Airport,LSI
724,United Kingdom,GB,Swansea,Swansea Airport,SWS
725,United Kingdom,GB,Teesside,Teesside International Airport,MME
726,United Kingdom,GB,Tiree,Tiree Airport,TRE
727,United Kingdom,GB,Wick,Wick Airport,WIC
